New Particle?	Particle Number	Upper X	Upper Y	Upper Z	Center X	Center Y	Center Z	Lower X	Lower Y	Lower Z	Chromosome Number	Damage Type	N Direct	N In-direct	BD	SSB	DSB
N	7	-2.726591	-0.879744	-0.168711	-2.726591	-0.879744	-0.168711	-2.726591	-0.879744	-0.168711	9	In-direct	0	1	0	1	0
N	7	-2.679643	-0.905489	-0.592222	-2.679477	-0.905270	-0.591975	-2.679809	-0.905708	-0.592469	9	Direct	2	0	2	0	0
N	7	-2.752829	-0.845552	0.189531	-2.752596	-0.845187	0.189535	-2.753062	-0.845917	0.189527	13	Direct	2	0	0	2	1
N	7	-2.747985	-0.846374	0.173148	-2.747985	-0.846374	0.173148	-2.747985	-0.846374	0.173148	13	In-direct	0	1	0	1	0
N	7	-2.751856	-0.846854	0.186830	-2.751856	-0.846854	0.186830	-2.751856	-0.846854	0.186830	13	Direct	1	0	0	1	0
N	7	-2.805015	-0.790104	0.835815	-2.803885	-0.789963	0.836743	-2.806146	-0.790246	0.834887	20	Hybrid	1	2	0	3	1
N	7	-2.805514	-0.787429	0.858186	-2.805311	-0.787296	0.859347	-2.805717	-0.787562	0.857025	20	In-direct	0	3	0	3	1
N	7	-2.804123	-0.789329	0.827684	-2.803876	-0.788936	0.828550	-2.804369	-0.789722	0.826817	20	Hybrid	1	1	0	2	1
N	7	-2.804443	-0.786498	0.853549	-2.803805	-0.785173	0.854176	-2.805080	-0.787823	0.852922	20	Hybrid	1	1	0	2	1
N	7	-2.774725	-0.819705	0.485398	-2.774420	-0.819391	0.486155	-2.775029	-0.820019	0.484641	20	Direct	3	0	1	2	0
N	7	-2.797438	-0.802746	0.790065	-2.797341	-0.802666	0.790196	-2.797536	-0.802826	0.789935	20	Hybrid	1	1	0	2	0
N	7	-2.801814	-0.786916	0.856669	-2.801309	-0.786451	0.856751	-2.802320	-0.787381	0.856586	20	Direct	2	0	0	2	0
N	7	-2.778123	-0.821727	0.492179	-2.778123	-0.821727	0.492179	-2.778123	-0.821727	0.492179	20	In-direct	0	1	0	1	0
N	7	-2.773380	-0.819386	0.498947	-2.773380	-0.819386	0.498947	-2.773380	-0.819386	0.498947	20	In-direct	0	1	0	1	0
N	7	-2.775668	-0.818857	0.493358	-2.775668	-0.818857	0.493358	-2.775668	-0.818857	0.493358	20	Direct	1	0	0	1	0
N	7	-2.775710	-0.814878	0.482098	-2.775710	-0.814878	0.482098	-2.775710	-0.814878	0.482098	20	In-direct	0	1	0	1	0
N	7	-2.797568	-0.789991	0.811738	-2.797568	-0.789991	0.811738	-2.797568	-0.789991	0.811738	20	In-direct	0	1	0	1	0
N	7	-2.802505	-0.790515	0.823813	-2.802505	-0.790515	0.823813	-2.802505	-0.790515	0.823813	20	Direct	1	0	0	1	0
N	7	-2.804003	-0.789090	0.840627	-2.804003	-0.789090	0.840627	-2.804003	-0.789090	0.840627	20	Direct	1	0	0	1	0
N	7	-2.802041	-0.788512	0.836280	-2.802041	-0.788512	0.836280	-2.802041	-0.788512	0.836280	20	In-direct	0	1	0	1	0
N	7	-2.801701	-0.789610	0.811435	-2.801701	-0.789610	0.811435	-2.801701	-0.789610	0.811435	20	Direct	1	0	1	0	0
N	7	-2.866520	-0.717032	1.427355	-2.866520	-0.717032	1.427355	-2.866520	-0.717032	1.427355	22	In-direct	0	1	0	1	0
N	7	-2.869480	-0.705502	1.708066	-2.868800	-0.704871	1.708458	-2.870160	-0.706133	1.707675	23	Direct	4	0	0	4	1
N	7	-2.867004	-0.717838	1.638811	-2.866203	-0.717371	1.639009	-2.867804	-0.718305	1.638613	23	Hybrid	1	2	0	3	1
N	7	-2.868865	-0.707191	1.701437	-2.868391	-0.706870	1.702142	-2.869339	-0.707513	1.700733	23	Hybrid	1	2	1	2	1
N	7	-2.867866	-0.709205	1.682787	-2.867738	-0.709093	1.683090	-2.867993	-0.709316	1.682483	23	Direct	2	0	0	2	0
N	7	-2.868713	-0.707600	1.695800	-2.868594	-0.707551	1.695847	-2.868832	-0.707648	1.695753	23	In-direct	0	2	0	2	0
N	7	-2.870588	-0.706161	1.717468	-2.870580	-0.706152	1.717568	-2.870596	-0.706170	1.717368	23	Direct	2	0	0	2	0
N	7	-2.870773	-0.705394	1.720544	-2.870755	-0.704849	1.721440	-2.870791	-0.705939	1.719648	23	In-direct	0	2	1	1	0
N	7	-2.864114	-0.713562	1.637672	-2.864114	-0.713562	1.637672	-2.864114	-0.713562	1.637672	23	Direct	1	0	0	1	0
N	7	-2.865138	-0.708324	1.659599	-2.865138	-0.708324	1.659599	-2.865138	-0.708324	1.659599	23	In-direct	0	1	0	1	0
N	7	-2.865674	-0.715382	1.661700	-2.865674	-0.715382	1.661700	-2.865674	-0.715382	1.661700	23	In-direct	0	1	0	1	0
N	7	-2.863525	-0.717574	1.661329	-2.863525	-0.717574	1.661329	-2.863525	-0.717574	1.661329	23	Direct	1	0	0	1	0
N	7	-2.868587	-0.712441	1.667451	-2.868587	-0.712441	1.667451	-2.868587	-0.712441	1.667451	23	In-direct	0	1	0	1	0
N	7	-2.869055	-0.717906	1.664200	-2.869055	-0.717906	1.664200	-2.869055	-0.717906	1.664200	23	In-direct	0	1	0	1	0
N	7	-2.869081	-0.705433	1.682924	-2.869081	-0.705433	1.682924	-2.869081	-0.705433	1.682924	23	Direct	1	0	0	1	0
N	7	-2.864655	-0.707626	1.683406	-2.864655	-0.707626	1.683406	-2.864655	-0.707626	1.683406	23	In-direct	0	1	0	1	0
N	7	-2.868304	-0.708654	1.689511	-2.868304	-0.708654	1.689511	-2.868304	-0.708654	1.689511	23	Direct	1	0	0	1	0
N	7	-2.869847	-0.704535	1.701968	-2.869847	-0.704535	1.701968	-2.869847	-0.704535	1.701968	23	Direct	1	0	0	1	0
N	7	-2.868920	-0.705460	1.709487	-2.868740	-0.704803	1.710704	-2.869100	-0.706116	1.708269	23	Direct	3	0	0	3	1
N	7	-2.869809	-0.703992	1.711804	-2.869809	-0.703992	1.711804	-2.869809	-0.703992	1.711804	23	Direct	1	0	0	1	0
N	7	-2.861572	-0.702536	1.717178	-2.861572	-0.702536	1.717178	-2.861572	-0.702536	1.717178	23	Direct	1	0	0	1	0
N	7	-2.868576	-0.706447	1.712578	-2.868576	-0.706447	1.712578	-2.868576	-0.706447	1.712578	23	In-direct	0	1	0	1	0
N	7	-2.861422	-0.704807	1.716784	-2.861422	-0.704807	1.716784	-2.861422	-0.704807	1.716784	23	In-direct	0	1	0	1	0
N	7	-2.871242	-0.705158	1.734102	-2.871242	-0.705158	1.734102	-2.871242	-0.705158	1.734102	23	In-direct	0	1	0	1	0
N	7	-2.868470	-0.707060	1.663238	-2.868470	-0.707060	1.663238	-2.868470	-0.707060	1.663238	23	In-direct	0	1	1	0	0
N	7	-2.870048	-0.705983	1.707927	-2.869100	-0.705832	1.708269	-2.870997	-0.706133	1.707585	23	Direct	4	0	1	3	1
N	7	-2.891402	-0.684584	1.953614	-2.890961	-0.683966	1.953850	-2.891843	-0.685202	1.953378	29	Direct	2	0	0	2	0
N	7	-2.881406	-0.683164	1.935711	-2.881406	-0.683164	1.935711	-2.881406	-0.683164	1.935711	29	In-direct	0	1	0	1	0
N	7	-2.891982	-0.684379	1.962283	-2.891982	-0.684379	1.962283	-2.891982	-0.684379	1.962283	29	Direct	1	0	0	1	0
N	7	-2.890885	-0.685471	1.950233	-2.890885	-0.685471	1.950233	-2.890885	-0.685471	1.950233	29	In-direct	0	1	0	1	0
N	7	-2.955586	-0.601324	2.788603	-2.955429	-0.601193	2.788829	-2.955743	-0.601454	2.788376	35	Hybrid	1	1	0	2	1
N	7	-2.946085	-0.630385	2.411328	-2.946085	-0.630385	2.411328	-2.946085	-0.630385	2.411328	35	Direct	1	0	0	1	0
N	7	-2.925012	-0.649545	2.296974	-2.925012	-0.649545	2.296974	-2.925012	-0.649545	2.296974	35	Direct	1	0	0	1	0
N	7	-2.957398	-0.599055	2.789926	-2.957398	-0.599055	2.789926	-2.957398	-0.599055	2.789926	35	In-direct	0	1	0	1	0
N	7	-2.963781	-0.592760	2.789705	-2.963781	-0.592760	2.789705	-2.963781	-0.592760	2.789705	35	In-direct	0	1	0	1	0
N	7	-2.958633	-0.594949	2.797489	-2.958633	-0.594949	2.797489	-2.958633	-0.594949	2.797489	35	Direct	1	0	0	1	0
N	7	-2.972159	-0.587805	2.802407	-2.972159	-0.587805	2.802407	-2.972159	-0.587805	2.802407	35	In-direct	0	1	0	1	0
N	7	-2.975191	-0.577863	3.150954	-2.974894	-0.577528	3.151494	-2.975488	-0.578198	3.150414	40	Direct	2	0	0	2	1
N	7	-2.971061	-0.580422	3.150576	-2.971061	-0.580422	3.150576	-2.971061	-0.580422	3.150576	40	In-direct	0	1	0	1	0
N	7	-2.971430	-0.580064	3.147200	-2.971430	-0.580064	3.147200	-2.971430	-0.580064	3.147200	40	In-direct	0	1	0	1	0
N	7	-2.977333	-0.574543	3.154210	-2.977333	-0.574543	3.154210	-2.977333	-0.574543	3.154210	40	In-direct	0	1	0	1	0
N	7	-2.980658	-0.569414	3.445841	-2.980153	-0.569183	3.446427	-2.981164	-0.569644	3.445255	43	In-direct	0	2	0	2	1
N	7	-2.981028	-0.563609	3.467387	-2.981028	-0.563609	3.467387	-2.981028	-0.563609	3.467387	43	Direct	1	0	0	1	0
N	7	-2.981607	-0.565439	3.450357	-2.981607	-0.565439	3.450357	-2.981607	-0.565439	3.450357	43	In-direct	0	1	0	1	0
N	7	-2.981769	-0.567162	3.443470	-2.981769	-0.567162	3.443470	-2.981769	-0.567162	3.443470	43	Direct	1	0	0	1	0
N	7	-2.981797	-0.564454	3.443271	-2.981797	-0.564454	3.443271	-2.981797	-0.564454	3.443271	43	In-direct	0	1	0	1	0
N	7	-2.984543	-0.557728	3.451063	-2.984543	-0.557728	3.451063	-2.984543	-0.557728	3.451063	43	In-direct	0	1	0	1	0
Y	8	0.565129	-4.37359	-0.432552	0.565505	-4.37299	-0.432512	0.564753	-4.3742	-0.432593	8	In-direct	0	2	0	2	1
N	8	0.751801	-4.335253	-0.397693	0.751801	-4.335253	-0.397693	0.751801	-4.335253	-0.397693	8	In-direct	0	1	0	1	0
N	8	0.350668	-4.416876	-0.473467	0.350668	-4.416876	-0.473467	0.350668	-4.416876	-0.473467	8	In-direct	0	1	0	1	0
N	8	0.366363	-4.411961	-0.468315	0.366363	-4.411961	-0.468315	0.366363	-4.411961	-0.468315	8	In-direct	0	1	0	1	0
N	8	0.553271	-4.377364	-0.435366	0.553271	-4.377364	-0.435366	0.553271	-4.377364	-0.435366	8	In-direct	0	1	0	1	0
N	8	0.561934	-4.373414	-0.430000	0.561934	-4.373414	-0.430000	0.561934	-4.373414	-0.430000	8	In-direct	0	1	0	1	0
N	8	0.177112	-4.452733	-0.508029	0.177112	-4.452733	-0.508029	0.177112	-4.452733	-0.508029	8	Direct	1	0	0	1	0
N	8	0.187018	-4.457391	-0.506415	0.187018	-4.457391	-0.506415	0.187018	-4.457391	-0.506415	8	Direct	1	0	0	1	0
N	8	0.400463	-4.401297	-0.465645	0.400560	-4.401154	-0.465531	0.400365	-4.401441	-0.465759	8	Hybrid	1	1	2	0	0
N	8	1.960333	-4.084006	-0.165666	1.960559	-4.083596	-0.165658	1.960108	-4.084417	-0.165673	14	Hybrid	1	1	0	2	1
N	8	2.149413	-4.048542	-0.124580	2.149782	-4.048142	-0.124553	2.149043	-4.048942	-0.124608	14	In-direct	0	2	1	1	0
N	8	1.764176	-4.122841	-0.206208	1.764176	-4.122841	-0.206208	1.764176	-4.122841	-0.206208	14	Direct	1	0	0	1	0
N	8	1.774900	-4.120632	-0.203962	1.774900	-4.120632	-0.203962	1.774900	-4.120632	-0.203962	14	Direct	1	0	0	1	0
N	8	1.935047	-4.087047	-0.168832	1.935047	-4.087047	-0.168832	1.935047	-4.087047	-0.168832	14	In-direct	0	1	0	1	0
N	8	1.935929	-4.086754	-0.172291	1.935929	-4.086754	-0.172291	1.935929	-4.086754	-0.172291	14	Direct	1	0	0	1	0
N	8	2.139543	-4.049186	-0.126786	2.139543	-4.049186	-0.126786	2.139543	-4.049186	-0.126786	14	Direct	1	0	0	1	0
N	8	1.761485	-4.123394	-0.206773	1.761485	-4.123394	-0.206773	1.761485	-4.123394	-0.206773	14	Direct	1	0	1	0	0
N	8	2.152635	-4.044531	-0.124273	2.152635	-4.044531	-0.124273	2.152635	-4.044531	-0.124273	14	In-direct	0	1	1	0	0
N	8	2.146294	-4.048736	-0.125851	2.146294	-4.048736	-0.125851	2.146294	-4.048736	-0.125851	14	Direct	1	0	1	0	0
Y	9	2.70179	-2.50611	-1.10658	2.70284	-2.50521	-1.10598	2.70074	-2.50702	-1.10718	7	Hybrid	2	2	0	4	1
N	9	2.704617	-2.425595	-1.105896	2.705538	-2.424724	-1.105518	2.703695	-2.426465	-1.106274	7	Hybrid	2	1	0	3	1
N	9	2.712620	-1.904059	-1.071550	2.712665	-1.903718	-1.070705	2.712574	-1.904401	-1.072396	7	In-direct	0	2	0	2	1
N	9	2.698990	-2.846808	-1.128425	2.699448	-2.846737	-1.128139	2.698531	-2.846879	-1.128711	7	Hybrid	1	1	0	2	1
N	9	2.699512	-2.850762	-1.129838	2.699538	-2.850113	-1.129700	2.699486	-2.851411	-1.129976	7	Hybrid	1	1	0	2	1
N	9	2.697093	-3.193041	-1.149577	2.697353	-3.192842	-1.149312	2.696833	-3.193241	-1.149842	7	Hybrid	1	1	0	2	1
N	9	2.699373	-2.874025	-1.131660	2.700043	-2.873235	-1.130827	2.698703	-2.874815	-1.132494	7	Hybrid	3	1	0	4	0
N	9	2.706324	-2.253442	-1.093413	2.706580	-2.253124	-1.093348	2.706068	-2.253760	-1.093478	7	Hybrid	2	1	0	3	0
N	9	2.700576	-3.316074	-1.156880	2.701228	-3.315827	-1.156486	2.699924	-3.316321	-1.157273	7	Hybrid	1	2	0	3	0
N	9	2.701180	-2.648009	-1.117619	2.701386	-2.647180	-1.117423	2.700974	-2.648838	-1.117815	7	Hybrid	1	2	1	2	0
N	9	2.706958	-2.332686	-1.099384	2.707925	-2.332415	-1.098868	2.705991	-2.332956	-1.099901	7	In-direct	0	2	0	2	0
N	9	2.692394	-2.741089	-1.145212	2.693035	-2.740378	-1.144711	2.691754	-2.741800	-1.145714	7	Hybrid	1	1	0	2	0
N	9	2.721114	-2.511087	-1.108822	2.721428	-2.510846	-1.108781	2.720799	-2.511328	-1.108863	7	Hybrid	1	1	0	2	0
N	9	2.698631	-3.035398	-1.139487	2.698667	-3.035214	-1.139185	2.698594	-3.035581	-1.139788	7	Direct	2	0	0	2	0
N	9	2.699209	-2.882487	-1.131456	2.699217	-2.881166	-1.131384	2.699201	-2.883808	-1.131528	7	Direct	2	0	0	2	0
N	9	2.697323	-3.179426	-1.143536	2.697553	-3.179369	-1.143517	2.697093	-3.179483	-1.143555	7	Hybrid	1	1	0	2	0
N	9	2.689843	-2.738592	-1.146724	2.689933	-2.738582	-1.146190	2.689754	-2.738602	-1.147257	7	Hybrid	1	1	1	1	0
N	9	2.701073	-2.736271	-1.123060	2.701086	-2.735384	-1.123015	2.701060	-2.737158	-1.123105	7	In-direct	0	2	1	1	0
N	9	2.697113	-2.871284	-1.130100	2.697533	-2.870824	-1.129750	2.696693	-2.871744	-1.130450	7	Hybrid	1	1	1	1	0
N	9	2.702114	-3.001640	-1.136251	2.702964	-3.001228	-1.135535	2.701263	-3.002052	-1.136967	7	In-direct	0	2	1	1	0
N	9	2.696998	-3.318537	-1.158043	2.697891	-3.317775	-1.157516	2.696105	-3.319298	-1.158571	7	Hybrid	1	1	1	1	0
N	9	2.704133	-1.955486	-1.067844	2.704133	-1.955486	-1.067844	2.704133	-1.955486	-1.067844	7	In-direct	0	1	0	1	0
N	9	2.712545	-1.919000	-1.072335	2.712545	-1.919000	-1.072335	2.712545	-1.919000	-1.072335	7	In-direct	0	1	0	1	0
N	9	2.704744	-2.410462	-1.103485	2.704744	-2.410462	-1.103485	2.704744	-2.410462	-1.103485	7	In-direct	0	1	0	1	0
N	9	2.705018	-2.426440	-1.105669	2.705538	-2.425542	-1.105064	2.704497	-2.427337	-1.106274	7	Hybrid	1	2	0	3	1
N	9	2.698132	-2.424481	-1.100726	2.698132	-2.424481	-1.100726	2.698132	-2.424481	-1.100726	7	In-direct	0	1	0	1	0
N	9	2.703757	-2.249621	-1.089018	2.703757	-2.249621	-1.089018	2.703757	-2.249621	-1.089018	7	In-direct	0	1	0	1	0
N	9	2.706315	-2.254300	-1.093466	2.706580	-2.253760	-1.093454	2.706050	-2.254839	-1.093478	7	Direct	2	0	0	2	0
N	9	2.704889	-2.336672	-1.098723	2.704889	-2.336672	-1.098723	2.704889	-2.336672	-1.098723	7	In-direct	0	1	0	1	0
N	9	2.704978	-2.341132	-1.097987	2.704978	-2.341132	-1.097987	2.704978	-2.341132	-1.097987	7	Direct	1	0	0	1	0
N	9	2.710316	-2.185618	-1.097635	2.710316	-2.185618	-1.097635	2.710316	-2.185618	-1.097635	7	In-direct	0	1	0	1	0
N	9	2.693433	-2.736933	-1.136407	2.693433	-2.736933	-1.136407	2.693433	-2.736933	-1.136407	7	In-direct	0	1	0	1	0
N	9	2.692141	-2.742889	-1.140634	2.692141	-2.742889	-1.140634	2.692141	-2.742889	-1.140634	7	In-direct	0	1	0	1	0
N	9	2.697746	-2.732951	-1.131384	2.697746	-2.732951	-1.131384	2.697746	-2.732951	-1.131384	7	In-direct	0	1	0	1	0
N	9	2.700989	-2.722067	-1.122278	2.700989	-2.722067	-1.122278	2.700989	-2.722067	-1.122278	7	In-direct	0	1	0	1	0
N	9	2.699431	-2.728579	-1.117524	2.699431	-2.728579	-1.117524	2.699431	-2.728579	-1.117524	7	In-direct	0	1	0	1	0
N	9	2.694554	-2.551115	-1.116318	2.694554	-2.551115	-1.116318	2.694554	-2.551115	-1.116318	7	In-direct	0	1	0	1	0
N	9	2.696846	-2.552516	-1.121624	2.696846	-2.552516	-1.121624	2.696846	-2.552516	-1.121624	7	In-direct	0	1	0	1	0
N	9	2.705386	-2.561336	-1.114528	2.705386	-2.561336	-1.114528	2.705386	-2.561336	-1.114528	7	In-direct	0	1	0	1	0
N	9	2.706369	-2.561836	-1.118963	2.706369	-2.561836	-1.118963	2.706369	-2.561836	-1.118963	7	Direct	1	0	0	1	0
N	9	2.705895	-2.563542	-1.118943	2.705895	-2.563542	-1.118943	2.705895	-2.563542	-1.118943	7	Direct	1	0	0	1	0
N	9	2.702394	-2.660155	-1.116985	2.702394	-2.660155	-1.116985	2.702394	-2.660155	-1.116985	7	In-direct	0	1	0	1	0
N	9	2.701708	-2.645532	-1.114199	2.701708	-2.645532	-1.114199	2.701708	-2.645532	-1.114199	7	In-direct	0	1	0	1	0
N	9	2.702061	-2.645640	-1.117144	2.702061	-2.645640	-1.117144	2.702061	-2.645640	-1.117144	7	In-direct	0	1	0	1	0
N	9	2.703558	-2.642689	-1.118214	2.703558	-2.642689	-1.118214	2.703558	-2.642689	-1.118214	7	In-direct	0	1	0	1	0
N	9	2.706285	-2.509264	-1.106506	2.706285	-2.509264	-1.106506	2.706285	-2.509264	-1.106506	7	In-direct	0	1	0	1	0
N	9	2.714721	-2.506771	-1.107493	2.714721	-2.506771	-1.107493	2.714721	-2.506771	-1.107493	7	In-direct	0	1	0	1	0
N	9	2.707657	-2.481962	-1.109476	2.707657	-2.481962	-1.109476	2.707657	-2.481962	-1.109476	7	In-direct	0	1	0	1	0
N	9	2.703146	-2.486166	-1.107885	2.703146	-2.486166	-1.107885	2.703146	-2.486166	-1.107885	7	In-direct	0	1	0	1	0
N	9	2.700651	-2.479273	-1.107662	2.700651	-2.479273	-1.107662	2.700651	-2.479273	-1.107662	7	In-direct	0	1	0	1	0
N	9	2.701464	-2.477473	-1.106533	2.701464	-2.477473	-1.106533	2.701464	-2.477473	-1.106533	7	Direct	1	0	0	1	0
N	9	2.703751	-2.477485	-1.107023	2.703751	-2.477485	-1.107023	2.703751	-2.477485	-1.107023	7	In-direct	0	1	0	1	0
N	9	2.699487	-2.500928	-1.108482	2.699487	-2.500928	-1.108482	2.699487	-2.500928	-1.108482	7	In-direct	0	1	0	1	0
N	9	2.701498	-2.505318	-1.112100	2.701498	-2.505318	-1.112100	2.701498	-2.505318	-1.112100	7	In-direct	0	1	0	1	0
N	9	2.698202	-3.030067	-1.139056	2.698202	-3.030067	-1.139056	2.698202	-3.030067	-1.139056	7	In-direct	0	1	0	1	0
N	9	2.699167	-2.889146	-1.131819	2.699167	-2.889146	-1.131819	2.699167	-2.889146	-1.131819	7	Direct	1	0	0	1	0
N	9	2.699740	-2.832870	-1.128627	2.699740	-2.832870	-1.128627	2.699740	-2.832870	-1.128627	7	In-direct	0	1	0	1	0
N	9	2.698458	-2.994851	-1.137384	2.698458	-2.994851	-1.137384	2.698458	-2.994851	-1.137384	7	In-direct	0	1	0	1	0
N	9	2.698508	-3.002439	-1.136543	2.698508	-3.002439	-1.136543	2.698508	-3.002439	-1.136543	7	In-direct	0	1	0	1	0
N	9	2.696786	-3.007156	-1.135848	2.696786	-3.007156	-1.135848	2.696786	-3.007156	-1.135848	7	In-direct	0	1	0	1	0
N	9	2.700532	-3.015917	-1.142392	2.700532	-3.015917	-1.142392	2.700532	-3.015917	-1.142392	7	In-direct	0	1	0	1	0
N	9	2.698559	-3.342801	-1.158855	2.698559	-3.342801	-1.158855	2.698559	-3.342801	-1.158855	7	In-direct	0	1	0	1	0
N	9	2.704446	-3.345890	-1.159267	2.704446	-3.345890	-1.159267	2.704446	-3.345890	-1.159267	7	In-direct	0	1	0	1	0
N	9	2.699663	-3.181273	-1.146153	2.699663	-3.181273	-1.146153	2.699663	-3.181273	-1.146153	7	In-direct	0	1	0	1	0
N	9	2.698219	-3.182586	-1.142108	2.698219	-3.182586	-1.142108	2.698219	-3.182586	-1.142108	7	In-direct	0	1	0	1	0
N	9	2.698161	-3.156028	-1.145109	2.698161	-3.156028	-1.145109	2.698161	-3.156028	-1.145109	7	In-direct	0	1	0	1	0
N	9	2.697722	-3.165125	-1.147425	2.697722	-3.165125	-1.147425	2.697722	-3.165125	-1.147425	7	Direct	1	0	0	1	0
N	9	2.696771	-3.137999	-1.146472	2.696771	-3.137999	-1.146472	2.696771	-3.137999	-1.146472	7	In-direct	0	1	0	1	0
N	9	2.695402	-3.298875	-1.155996	2.695402	-3.298875	-1.155996	2.695402	-3.298875	-1.155996	7	Direct	1	0	0	1	0
N	9	2.696250	-3.445919	-1.154017	2.696250	-3.445919	-1.154017	2.696250	-3.445919	-1.154017	7	In-direct	0	1	0	1	0
N	9	2.702151	-2.564049	-1.112400	2.702151	-2.564049	-1.112400	2.702151	-2.564049	-1.112400	7	In-direct	0	1	1	0	0
N	9	2.703330	-2.658576	-1.119188	2.703330	-2.658576	-1.119188	2.703330	-2.658576	-1.119188	7	Direct	1	0	1	0	0
N	9	2.702302	-2.505771	-1.106633	2.702838	-2.505114	-1.106085	2.701766	-2.506429	-1.107181	7	Hybrid	2	2	1	3	1
N	9	2.698376	-3.005360	-1.137998	2.698376	-3.005360	-1.137998	2.698376	-3.005360	-1.137998	7	In-direct	0	1	1	0	0
N	9	2.697701	-3.155870	-1.149168	2.697701	-3.155870	-1.149168	2.697701	-3.155870	-1.149168	7	Direct	1	0	1	0	0
N	9	2.721879	-1.459502	-1.051194	2.722300	-1.459005	-1.050303	2.721458	-1.459999	-1.052084	10	Hybrid	1	2	0	3	1
N	9	2.825554	2.377873	-1.076279	2.826410	2.378435	-1.075979	2.824699	2.377311	-1.076579	10	Hybrid	3	1	0	4	1
N	9	2.753570	-0.939812	-1.037854	2.754979	-0.939286	-1.037639	2.752162	-0.940337	-1.038068	10	Hybrid	1	2	0	3	1
N	9	2.765140	0.146925	-1.004167	2.765153	0.148394	-1.003921	2.765126	0.145457	-1.004413	10	In-direct	0	3	0	3	1
N	9	2.818505	1.944003	-1.051484	2.818864	1.944582	-1.050799	2.818146	1.943423	-1.052170	10	Hybrid	1	2	0	3	1
N	9	2.827950	2.233651	-1.060982	2.828457	2.234303	-1.060699	2.827444	2.233000	-1.061264	10	Hybrid	1	2	0	3	1
N	9	2.723015	-1.465167	-1.041440	2.723244	-1.464869	-1.041191	2.722786	-1.465465	-1.041688	10	In-direct	0	2	0	2	1
N	9	2.734342	-1.131277	-1.023051	2.734560	-1.130588	-1.022974	2.734123	-1.131965	-1.023128	10	Direct	2	0	0	2	1
N	9	2.752324	-0.486605	-1.001302	2.752328	-0.485862	-1.001256	2.752320	-0.487348	-1.001347	10	Hybrid	1	1	0	2	1
N	9	2.758024	-0.322472	-1.000912	2.758599	-0.322438	-1.000899	2.757448	-0.322506	-1.000925	10	Hybrid	1	1	0	2	1
N	9	2.757926	-0.182712	-1.002651	2.758000	-0.182346	-1.002542	2.757852	-0.183079	-1.002760	10	Hybrid	1	1	0	2	1
N	9	2.774745	0.597110	-1.006482	2.774752	0.597269	-1.005887	2.774739	0.596951	-1.007077	10	Hybrid	1	1	0	2	1
N	9	2.777307	0.739447	-1.011878	2.777354	0.739955	-1.011021	2.777260	0.738938	-1.012735	10	Hybrid	1	1	0	2	1
N	9	2.824690	2.080197	-1.056267	2.824800	2.080695	-1.055633	2.824579	2.079700	-1.056901	10	In-direct	0	2	0	2	1
N	9	2.721914	-1.459544	-1.049928	2.722369	-1.459005	-1.048953	2.721458	-1.460083	-1.050904	10	In-direct	0	3	0	3	1
N	9	2.727391	-1.437718	-1.041250	2.728088	-1.437266	-1.041086	2.726693	-1.438170	-1.041414	10	Hybrid	2	1	0	3	0
N	9	2.765374	0.118937	-1.004460	2.766311	0.119794	-1.003855	2.764437	0.118081	-1.005066	10	Hybrid	2	1	0	3	0
N	9	2.716338	-1.608288	-1.052024	2.716363	-1.608268	-1.051998	2.716313	-1.608309	-1.052051	10	Hybrid	1	1	0	2	0
N	9	2.727716	-1.441248	-1.039843	2.727966	-1.441027	-1.039746	2.727465	-1.441470	-1.039939	10	Hybrid	1	1	0	2	0
N	9	2.752194	-0.480380	-1.001122	2.752398	-0.480278	-1.000948	2.751991	-0.480483	-1.001295	10	Hybrid	1	1	0	2	0
N	9	2.754624	-0.320885	-1.001757	2.754697	-0.320499	-1.001751	2.754550	-0.321270	-1.001763	10	In-direct	0	2	0	2	0
N	9	2.753505	-0.171624	-1.012748	2.754368	-0.171196	-1.012679	2.752641	-0.172053	-1.012817	10	In-direct	0	2	0	2	0
N	9	2.757063	-0.167713	-1.011583	2.757489	-0.167680	-1.011548	2.756638	-0.167747	-1.011617	10	In-direct	0	2	0	2	0
N	9	2.780826	0.123562	-0.988341	2.781034	0.123681	-0.987818	2.780617	0.123442	-0.988865	10	In-direct	0	2	0	2	0
N	9	2.767839	0.306540	-1.004721	2.767969	0.306693	-1.004603	2.767708	0.306387	-1.004840	10	Hybrid	1	1	0	2	0
N	9	2.777522	0.743769	-1.011404	2.777557	0.744508	-1.011146	2.777487	0.743031	-1.011663	10	Hybrid	1	1	0	2	0
N	9	2.774928	0.741519	-1.011371	2.775063	0.741764	-1.011120	2.774794	0.741274	-1.011622	10	Hybrid	1	1	0	2	0
N	9	2.803691	1.674612	-1.043298	2.803884	1.674662	-1.043086	2.803497	1.674562	-1.043511	10	Hybrid	1	1	0	2	0
N	9	2.818462	1.965034	-1.051105	2.818544	1.966216	-1.050729	2.818381	1.963852	-1.051481	10	In-direct	0	2	0	2	0
N	9	2.824127	2.376684	-1.074873	2.824584	2.377227	-1.074033	2.823670	2.376141	-1.075712	10	In-direct	0	2	0	2	0
N	9	2.832749	2.387935	-1.067925	2.832929	2.388298	-1.067817	2.832568	2.387572	-1.068034	10	Hybrid	1	1	0	2	0
