New Particle?	Particle Number	Upper X	Upper Y	Upper Z	Center X	Center Y	Center Z	Lower X	Lower Y	Lower Z	Chromosome Number	Damage Type	N Direct	N In-direct	BD	SSB	DSB
N	18	-0.574413	0.095108	-2.573255	-0.573863	0.095760	-2.572967	-0.574963	0.094456	-2.573544	1	Direct	5	0	2	3	1
N	18	-0.322028	-0.649060	-2.937098	-0.321525	-0.648272	-2.936484	-0.322530	-0.649847	-2.937711	1	Hybrid	1	2	0	3	1
N	18	-0.239300	-0.918235	-3.063438	-0.239021	-0.917341	-3.063012	-0.239580	-0.919130	-3.063863	1	Hybrid	2	1	0	3	1
N	18	-0.287818	-0.759452	-2.989117	-0.287587	-0.758568	-2.989010	-0.288049	-0.760336	-2.989224	1	Hybrid	1	1	0	2	1
N	18	-0.240973	-0.911396	-3.062701	-0.240876	-0.911087	-3.062534	-0.241071	-0.911704	-3.062867	1	Hybrid	1	1	0	2	1
N	18	-0.326916	-0.628604	-2.928234	-0.325845	-0.628277	-2.928116	-0.327986	-0.628932	-2.928352	1	Hybrid	1	1	0	2	0
N	18	-0.512488	-0.047138	-2.648668	-0.511931	-0.046216	-2.648205	-0.513045	-0.048060	-2.649130	1	In-direct	0	2	0	2	0
N	18	-0.318349	-0.648696	-2.936981	-0.318349	-0.648696	-2.936981	-0.318349	-0.648696	-2.936981	1	In-direct	0	1	0	1	0
N	18	-0.320338	-0.649445	-2.937563	-0.320338	-0.649445	-2.937563	-0.320338	-0.649445	-2.937563	1	In-direct	0	1	0	1	0
N	18	-0.329465	-0.628383	-2.928166	-0.329465	-0.628383	-2.928166	-0.329465	-0.628383	-2.928166	1	In-direct	0	1	0	1	0
N	18	-0.325843	-0.630391	-2.925194	-0.325843	-0.630391	-2.925194	-0.325843	-0.630391	-2.925194	1	In-direct	0	1	0	1	0
N	18	-0.295484	-0.737155	-2.978783	-0.295484	-0.737155	-2.978783	-0.295484	-0.737155	-2.978783	1	Direct	1	0	0	1	0
N	18	-0.246049	-0.903085	-3.057360	-0.246049	-0.903085	-3.057360	-0.246049	-0.903085	-3.057360	1	Direct	1	0	0	1	0
N	18	-0.244486	-0.904281	-3.058561	-0.244486	-0.904281	-3.058561	-0.244486	-0.904281	-3.058561	1	In-direct	0	1	0	1	0
N	18	-0.242307	-0.906119	-3.058191	-0.242307	-0.906119	-3.058191	-0.242307	-0.906119	-3.058191	1	In-direct	0	1	0	1	0
N	18	-0.357511	-0.525671	-2.883762	-0.357511	-0.525671	-2.883762	-0.357511	-0.525671	-2.883762	1	Direct	1	0	0	1	0
N	18	-0.356920	-0.526350	-2.880649	-0.356920	-0.526350	-2.880649	-0.356920	-0.526350	-2.880649	1	In-direct	0	1	0	1	0
N	18	-0.355033	-0.536784	-2.885846	-0.355033	-0.536784	-2.885846	-0.355033	-0.536784	-2.885846	1	Direct	1	0	0	1	0
N	18	-0.367659	-0.514042	-2.880124	-0.367659	-0.514042	-2.880124	-0.367659	-0.514042	-2.880124	1	Direct	1	0	0	1	0
N	18	-0.363474	-0.508511	-2.871887	-0.363474	-0.508511	-2.871887	-0.363474	-0.508511	-2.871887	1	In-direct	0	1	0	1	0
N	18	-0.552360	0.044690	-2.600498	-0.552360	0.044690	-2.600498	-0.552360	0.044690	-2.600498	1	In-direct	0	1	0	1	0
N	18	-0.553627	0.043498	-2.601552	-0.553627	0.043498	-2.601552	-0.553627	0.043498	-2.601552	1	In-direct	0	1	0	1	0
N	18	-0.565343	0.095114	-2.576406	-0.565343	0.095114	-2.576406	-0.565343	0.095114	-2.576406	1	In-direct	0	1	0	1	0
N	18	-0.564139	0.098488	-2.578375	-0.564139	0.098488	-2.578375	-0.564139	0.098488	-2.578375	1	Direct	1	0	0	1	0
N	18	-0.575250	0.098680	-2.570276	-0.575250	0.098680	-2.570276	-0.575250	0.098680	-2.570276	1	In-direct	0	1	0	1	0
N	18	-0.578565	0.112078	-2.565072	-0.578565	0.112078	-2.565072	-0.578565	0.112078	-2.565072	1	Direct	1	0	0	1	0
N	18	-0.448059	-0.254745	-2.734612	-0.448059	-0.254745	-2.734612	-0.448059	-0.254745	-2.734612	1	In-direct	0	1	0	1	0
N	18	-0.449654	-0.242267	-2.742071	-0.449654	-0.242267	-2.742071	-0.449654	-0.242267	-2.742071	1	In-direct	0	1	0	1	0
N	18	-0.511628	-0.056882	-2.656014	-0.511628	-0.056882	-2.656014	-0.511628	-0.056882	-2.656014	1	In-direct	0	1	0	1	0
N	18	-0.513479	-0.046409	-2.634734	-0.513479	-0.046409	-2.634734	-0.513479	-0.046409	-2.634734	1	In-direct	0	1	0	1	0
N	18	-0.515132	-0.051619	-2.631513	-0.515132	-0.051619	-2.631513	-0.515132	-0.051619	-2.631513	1	In-direct	0	1	0	1	0
N	18	-0.328798	-0.620859	-2.923853	-0.328798	-0.620859	-2.923853	-0.328798	-0.620859	-2.923853	1	Direct	1	0	1	0	0
N	18	-0.358888	-0.530367	-2.881912	-0.358888	-0.530367	-2.881912	-0.358888	-0.530367	-2.881912	1	Direct	1	0	1	0	0
N	18	-0.574950	0.095108	-2.573702	-0.573863	0.095760	-2.573034	-0.576038	0.094456	-2.574369	1	Direct	4	0	2	2	1
N	18	-0.176114	-1.113931	-3.153774	-0.175227	-1.113138	-3.152607	-0.177001	-1.114725	-3.154940	2	Hybrid	2	2	0	4	1
N	18	-0.181295	-1.098335	-3.147913	-0.180454	-1.097800	-3.147071	-0.182137	-1.098870	-3.148754	2	Hybrid	1	2	0	3	1
N	18	-0.077188	-1.448175	-3.300408	-0.077058	-1.447151	-3.300052	-0.077317	-1.449199	-3.300764	2	In-direct	0	2	0	2	0
N	18	-0.096039	-1.344885	-3.250041	-0.096039	-1.344885	-3.250041	-0.096039	-1.344885	-3.250041	2	In-direct	0	1	0	1	0
N	18	-0.106265	-1.339050	-3.251398	-0.106265	-1.339050	-3.251398	-0.106265	-1.339050	-3.251398	2	In-direct	0	1	0	1	0
N	18	-0.107384	-1.338162	-3.254315	-0.107384	-1.338162	-3.254315	-0.107384	-1.338162	-3.254315	2	In-direct	0	1	0	1	0
N	18	-0.077368	-1.445346	-3.297808	-0.077368	-1.445346	-3.297808	-0.077368	-1.445346	-3.297808	2	In-direct	0	1	0	1	0
N	18	-0.086459	-1.416475	-3.286550	-0.086459	-1.416475	-3.286550	-0.086459	-1.416475	-3.286550	2	In-direct	0	1	0	1	0
N	18	-0.094968	-1.398461	-3.272032	-0.094968	-1.398461	-3.272032	-0.094968	-1.398461	-3.272032	2	In-direct	0	1	0	1	0
N	18	-0.175559	-1.114717	-3.149959	-0.175559	-1.114717	-3.149959	-0.175559	-1.114717	-3.149959	2	In-direct	0	1	0	1	0
N	18	-0.176985	-1.123908	-3.154336	-0.176985	-1.123908	-3.154336	-0.176985	-1.123908	-3.154336	2	In-direct	0	1	0	1	0
N	18	-0.180010	-1.113129	-3.152162	-0.180010	-1.113129	-3.152162	-0.180010	-1.113129	-3.152162	2	Direct	1	0	0	1	0
N	18	-0.180505	-1.116062	-3.150914	-0.180505	-1.116062	-3.150914	-0.180505	-1.116062	-3.150914	2	In-direct	0	1	0	1	0
N	18	-0.179625	-1.121047	-3.149047	-0.179625	-1.121047	-3.149047	-0.179625	-1.121047	-3.149047	2	In-direct	0	1	0	1	0
N	18	-0.192407	-1.060349	-3.123125	-0.192407	-1.060349	-3.123125	-0.192407	-1.060349	-3.123125	2	In-direct	0	1	0	1	0
N	18	-0.740462	0.486904	-2.362944	-0.740105	0.487136	-2.361843	-0.740819	0.486672	-2.364045	3	Hybrid	2	1	1	2	1
N	18	-0.842762	0.742602	-2.227091	-0.841697	0.743473	-2.226739	-0.843828	0.741732	-2.227443	3	In-direct	0	2	0	2	1
N	18	-0.848667	0.753729	-2.221873	-0.848022	0.754192	-2.221284	-0.849312	0.753265	-2.222462	3	In-direct	0	2	0	2	1
N	18	-0.922356	0.955704	-2.101625	-0.922152	0.955801	-2.101094	-0.922559	0.955607	-2.102156	3	In-direct	0	2	0	2	1
N	18	-0.790032	0.608615	-2.297852	-0.789466	0.609146	-2.297551	-0.790598	0.608084	-2.298154	3	Hybrid	2	2	2	2	0
N	18	-0.738907	0.485240	-2.361152	-0.738760	0.485554	-2.360966	-0.739055	0.484926	-2.361338	3	In-direct	0	2	0	2	0
N	18	-0.746575	0.504614	-2.352209	-0.745909	0.504614	-2.352039	-0.747242	0.504613	-2.352379	3	In-direct	0	2	0	2	0
N	18	-0.923047	0.957867	-2.100570	-0.922975	0.957901	-2.100552	-0.923119	0.957832	-2.100589	3	Hybrid	1	1	0	2	0
N	18	-0.846596	0.747786	-2.231562	-0.846596	0.747786	-2.231562	-0.846596	0.747786	-2.231562	3	Direct	1	0	0	1	0
N	18	-0.846201	0.743884	-2.231796	-0.846201	0.743884	-2.231796	-0.846201	0.743884	-2.231796	3	In-direct	0	1	0	1	0
N	18	-0.849335	0.753641	-2.220656	-0.849312	0.754192	-2.220029	-0.849358	0.753090	-2.221284	3	In-direct	0	2	0	2	1
N	18	-0.744729	0.494509	-2.354791	-0.744729	0.494509	-2.354791	-0.744729	0.494509	-2.354791	3	In-direct	0	1	0	1	0
N	18	-0.788232	0.607728	-2.299391	-0.788232	0.607728	-2.299391	-0.788232	0.607728	-2.299391	3	In-direct	0	1	0	1	0
N	18	-0.785488	0.603799	-2.301079	-0.785488	0.603799	-2.301079	-0.785488	0.603799	-2.301079	3	In-direct	0	1	0	1	0
N	18	-0.782089	0.592873	-2.305884	-0.782089	0.592873	-2.305884	-0.782089	0.592873	-2.305884	3	In-direct	0	1	0	1	0
N	18	-0.793371	0.617101	-2.293593	-0.793371	0.617101	-2.293593	-0.793371	0.617101	-2.293593	3	In-direct	0	1	0	1	0
N	18	-0.789675	0.602765	-2.293075	-0.789675	0.602765	-2.293075	-0.789675	0.602765	-2.293075	3	In-direct	0	1	0	1	0
N	18	-1.257396	1.827398	-1.689877	-1.257018	1.828401	-1.689527	-1.257774	1.826394	-1.690227	5	Hybrid	1	2	0	3	1
N	18	-1.006816	1.153082	-2.023056	-1.006601	1.153321	-2.022048	-1.007031	1.152843	-2.024065	5	Hybrid	1	2	1	2	1
N	18	-1.159227	1.559146	-1.824544	-1.158900	1.559226	-1.824182	-1.159554	1.559066	-1.824906	5	In-direct	0	2	0	2	1
N	18	-1.263712	1.843327	-1.681642	-1.263515	1.844077	-1.681146	-1.263908	1.842577	-1.682138	5	Hybrid	3	1	2	2	0
N	18	-1.092448	1.357616	-1.931712	-1.092245	1.357626	-1.931586	-1.092651	1.357605	-1.931839	5	Direct	2	0	0	2	0
N	18	-1.256221	1.854967	-1.665753	-1.255754	1.855128	-1.665747	-1.256688	1.854806	-1.665759	5	Direct	2	0	0	2	0
N	18	-1.215575	1.714978	-1.748261	-1.215469	1.715796	-1.748071	-1.215681	1.714159	-1.748450	5	Hybrid	1	1	1	1	0
N	18	-1.164324	1.570436	-1.823630	-1.164190	1.570443	-1.823554	-1.164459	1.570428	-1.823706	5	Hybrid	1	1	1	1	0
N	18	-1.014093	1.150976	-2.022010	-1.014093	1.150976	-2.022010	-1.014093	1.150976	-2.022010	5	In-direct	0	1	0	1	0
N	18	-1.009755	1.151935	-2.014290	-1.009755	1.151935	-2.014290	-1.009755	1.151935	-2.014290	5	In-direct	0	1	0	1	0
N	18	-1.007489	1.152395	-2.018860	-1.007489	1.152395	-2.018860	-1.007489	1.152395	-2.018860	5	In-direct	0	1	0	1	0
N	18	-1.008286	1.152302	-2.024095	-1.007031	1.152843	-2.024065	-1.009540	1.151762	-2.024126	5	Hybrid	1	1	0	2	1
N	18	-1.009098	1.152524	-2.010691	-1.009098	1.152524	-2.010691	-1.009098	1.152524	-2.010691	5	In-direct	0	1	0	1	0
N	18	-1.092132	1.374408	-1.915517	-1.092132	1.374408	-1.915517	-1.092132	1.374408	-1.915517	5	Direct	1	0	0	1	0
N	18	-1.112033	1.424290	-1.886948	-1.112033	1.424290	-1.886948	-1.112033	1.424290	-1.886948	5	In-direct	0	1	0	1	0
N	18	-1.293858	1.932952	-1.633886	-1.293858	1.932952	-1.633886	-1.293858	1.932952	-1.633886	5	In-direct	0	1	0	1	0
N	18	-1.261428	1.831812	-1.689088	-1.261428	1.831812	-1.689088	-1.261428	1.831812	-1.689088	5	In-direct	0	1	0	1	0
N	18	-1.257250	1.829259	-1.686173	-1.257250	1.829259	-1.686173	-1.257250	1.829259	-1.686173	5	In-direct	0	1	0	1	0
N	18	-1.268159	1.837441	-1.682818	-1.268159	1.837441	-1.682818	-1.268159	1.837441	-1.682818	5	Direct	1	0	0	1	0
N	18	-1.217217	1.712507	-1.750474	-1.217217	1.712507	-1.750474	-1.217217	1.712507	-1.750474	5	In-direct	0	1	0	1	0
N	18	-1.213144	1.713228	-1.749350	-1.213144	1.713228	-1.749350	-1.213144	1.713228	-1.749350	5	Direct	1	0	0	1	0
N	18	-1.217123	1.710881	-1.747278	-1.217123	1.710881	-1.747278	-1.217123	1.710881	-1.747278	5	In-direct	0	1	0	1	0
N	18	-1.219017	1.719256	-1.744247	-1.219017	1.719256	-1.744247	-1.219017	1.719256	-1.744247	5	In-direct	0	1	0	1	0
N	18	-1.224383	1.731615	-1.741432	-1.224383	1.731615	-1.741432	-1.224383	1.731615	-1.741432	5	In-direct	0	1	0	1	0
N	18	-1.152005	1.557450	-1.822311	-1.152005	1.557450	-1.822311	-1.152005	1.557450	-1.822311	5	In-direct	0	1	0	1	0
N	18	-1.163882	1.572850	-1.825748	-1.163882	1.572850	-1.825748	-1.163882	1.572850	-1.825748	5	Direct	1	0	0	1	0
N	18	-1.162465	1.570920	-1.820765	-1.162465	1.570920	-1.820765	-1.162465	1.570920	-1.820765	5	In-direct	0	1	0	1	0
N	18	-1.158857	1.559441	-1.825621	-1.158814	1.559656	-1.824906	-1.158900	1.559226	-1.826336	5	In-direct	0	2	0	2	1
N	18	-1.158420	1.554902	-1.827116	-1.158420	1.554902	-1.827116	-1.158420	1.554902	-1.827116	5	Direct	1	0	0	1	0
N	18	-1.158402	1.554743	-1.828658	-1.158402	1.554743	-1.828658	-1.158402	1.554743	-1.828658	5	Direct	1	0	0	1	0
N	18	-1.639564	2.823367	-1.152336	-1.638849	2.823407	-1.151206	-1.640279	2.823326	-1.153467	6	Hybrid	1	1	0	2	1
N	18	-1.645647	2.845225	-1.131938	-1.645210	2.845621	-1.131331	-1.646084	2.844829	-1.132544	6	Direct	3	0	0	3	0
N	18	-1.646765	2.844371	-1.135380	-1.646623	2.844583	-1.135178	-1.646907	2.844159	-1.135582	6	In-direct	0	2	0	2	0
N	18	-1.726608	3.065225	-1.015692	-1.726500	3.065524	-1.015531	-1.726715	3.064927	-1.015853	6	Direct	2	0	0	2	0
N	18	-1.411422	2.226387	-1.475642	-1.411422	2.226387	-1.475642	-1.411422	2.226387	-1.475642	6	Direct	1	0	0	1	0
N	18	-1.409270	2.218148	-1.484223	-1.409270	2.218148	-1.484223	-1.409270	2.218148	-1.484223	6	In-direct	0	1	0	1	0
N	18	-1.405178	2.210187	-1.484438	-1.405178	2.210187	-1.484438	-1.405178	2.210187	-1.484438	6	Direct	1	0	0	1	0
N	18	-1.418163	2.250267	-1.463505	-1.418163	2.250267	-1.463505	-1.418163	2.250267	-1.463505	6	In-direct	0	1	0	1	0
N	18	-1.641275	2.827943	-1.144918	-1.641275	2.827943	-1.144918	-1.641275	2.827943	-1.144918	6	In-direct	0	1	0	1	0
N	18	-1.642241	2.824208	-1.152675	-1.642241	2.824208	-1.152675	-1.642241	2.824208	-1.152675	6	In-direct	0	1	0	1	0
N	18	-1.645074	2.833966	-1.139160	-1.645074	2.833966	-1.139160	-1.645074	2.833966	-1.139160	6	In-direct	0	1	0	1	0
N	18	-1.659170	2.897810	-1.110380	-1.659170	2.897810	-1.110380	-1.659170	2.897810	-1.110380	6	In-direct	0	1	0	1	0
N	18	-1.671071	2.913530	-1.098644	-1.671071	2.913530	-1.098644	-1.671071	2.913530	-1.098644	6	Direct	1	0	0	1	0
N	18	-1.670782	2.910527	-1.099390	-1.670782	2.910527	-1.099390	-1.670782	2.910527	-1.099390	6	Direct	1	0	0	1	0
N	18	-1.667491	2.903908	-1.103967	-1.667491	2.903908	-1.103967	-1.667491	2.903908	-1.103967	6	In-direct	0	1	0	1	0
N	18	-1.675150	2.922722	-1.092769	-1.675150	2.922722	-1.092769	-1.675150	2.922722	-1.092769	6	Direct	1	0	0	1	0
N	18	-1.733537	3.069365	-1.018715	-1.733537	3.069365	-1.018715	-1.733537	3.069365	-1.018715	6	In-direct	0	1	0	1	0
N	18	-1.723548	3.068088	-1.014520	-1.723548	3.068088	-1.014520	-1.723548	3.068088	-1.014520	6	In-direct	0	1	0	1	0
N	18	-1.731528	3.072502	-1.012688	-1.731528	3.072502	-1.012688	-1.731528	3.072502	-1.012688	6	In-direct	0	1	0	1	0
N	18	-1.738898	3.075244	-1.015178	-1.738898	3.075244	-1.015178	-1.738898	3.075244	-1.015178	6	In-direct	0	1	0	1	0
N	18	-1.732206	3.075947	-1.009042	-1.732206	3.075947	-1.009042	-1.732206	3.075947	-1.009042	6	In-direct	0	1	0	1	0
N	18	-1.731558	3.078640	-1.009216	-1.731558	3.078640	-1.009216	-1.731558	3.078640	-1.009216	6	In-direct	0	1	0	1	0
N	18	-1.886750	3.534996	-0.767828	-1.886658	3.535520	-0.766638	-1.886842	3.534472	-0.769018	13	Direct	3	0	0	3	1
N	18	-1.887843	3.544767	-0.749525	-1.886760	3.545114	-0.748783	-1.888926	3.544421	-0.750267	13	In-direct	0	3	1	2	1
N	18	-1.792462	3.257190	-0.913677	-1.792277	3.257844	-0.913415	-1.792647	3.256535	-0.913939	13	Hybrid	1	1	0	2	0
N	18	-1.845478	3.411411	-0.831286	-1.845457	3.411413	-0.831237	-1.845499	3.411410	-0.831335	13	Direct	2	0	0	2	0
N	18	-1.887065	3.545195	-0.762045	-1.886579	3.545747	-0.761878	-1.887551	3.544644	-0.762212	13	Hybrid	1	1	0	2	0
N	18	-1.889161	3.542150	-0.763598	-1.888816	3.542852	-0.763136	-1.889506	3.541447	-0.764059	13	Direct	2	0	1	1	0
N	18	-1.794306	3.263613	-0.910362	-1.794306	3.263613	-0.910362	-1.794306	3.263613	-0.910362	13	In-direct	0	1	0	1	0
N	18	-1.794904	3.256148	-0.913367	-1.794904	3.256148	-0.913367	-1.794904	3.256148	-0.913367	13	In-direct	0	1	0	1	0
N	18	-1.800488	3.280394	-0.901639	-1.800488	3.280394	-0.901639	-1.800488	3.280394	-0.901639	13	Direct	1	0	0	1	0
N	18	-1.801817	3.281951	-0.894946	-1.801817	3.281951	-0.894946	-1.801817	3.281951	-0.894946	13	In-direct	0	1	0	1	0
N	18	-1.838771	3.406038	-0.836692	-1.838771	3.406038	-0.836692	-1.838771	3.406038	-0.836692	13	In-direct	0	1	0	1	0
N	18	-1.845756	3.413207	-0.831370	-1.845756	3.413207	-0.831370	-1.845756	3.413207	-0.831370	13	Direct	1	0	0	1	0
N	18	-1.845608	3.416942	-0.830073	-1.845608	3.416942	-0.830073	-1.845608	3.416942	-0.830073	13	Direct	1	0	0	1	0
N	18	-1.851469	3.430018	-0.822483	-1.851469	3.430018	-0.822483	-1.851469	3.430018	-0.822483	13	Direct	1	0	0	1	0
N	18	-1.927633	3.664672	-0.749824	-1.927633	3.664672	-0.749824	-1.927633	3.664672	-0.749824	13	In-direct	0	1	0	1	0
N	18	-1.887854	3.532856	-0.768166	-1.887854	3.532856	-0.768166	-1.887854	3.532856	-0.768166	13	Direct	1	0	0	1	0
N	18	-1.887444	3.545763	-0.762615	-1.887337	3.545780	-0.762212	-1.887551	3.545747	-0.763019	13	Hybrid	1	1	0	2	0
N	18	-1.876555	3.548703	-0.742767	-1.876555	3.548703	-0.742767	-1.876555	3.548703	-0.742767	13	Direct	1	0	0	1	0
N	18	-2.031224	3.993015	-0.744885	-2.030884	3.993136	-0.744158	-2.031565	3.992895	-0.745613	16	Hybrid	2	1	0	3	1
N	18	-1.950676	3.751951	-0.751686	-1.950676	3.751951	-0.751686	-1.950676	3.751951	-0.751686	16	In-direct	0	1	0	1	0
N	18	-1.960196	3.760674	-0.747663	-1.960196	3.760674	-0.747663	-1.960196	3.760674	-0.747663	16	In-direct	0	1	0	1	0
N	18	-2.034774	4.018468	-0.743492	-2.034774	4.018468	-0.743492	-2.034774	4.018468	-0.743492	16	In-direct	0	1	0	1	0
N	18	-2.025212	3.994971	-0.740024	-2.025212	3.994971	-0.740024	-2.025212	3.994971	-0.740024	16	In-direct	0	1	0	1	0
N	18	-2.033990	4.019507	-0.738292	-2.033990	4.019507	-0.738292	-2.033990	4.019507	-0.738292	16	In-direct	0	1	0	1	0
